Model,Cores,Threads,Base Clock (GHz),Boost Clock (GHz),TDP (W),Socket,Platform,Integrated Graphics,L3 Cache (MB),Manufacturer
7th Gen A4-9125 APU,2.0,0.0,2.3,2.6,15.0,N/A,Laptop,AMD Radeon™ R3 Graphics,0.0,AMD
7th Gen A6-9210 APU,2.0,0.0,2.4,2.8,15.0,N/A,Laptop,AMD Radeon™ R4 Graphics,0.0,AMD
7th Gen A6-9220 APU,2.0,0.0,2.5,2.9,15.0,N/A,Laptop,AMD Radeon™ R5 Graphics,0.0,AMD
7th Gen A6-9220C APU,2.0,2.0,1.8,2.7,6.0,FT4,Laptop,Radeon™ R5 Graphics,0.0,AMD
7th Gen A6-9225 APU,2.0,0.0,2.6,3.1,15.0,N/A,Laptop,AMD Radeon™ R4 Graphics,0.0,AMD
7th Gen A6-9500 APU,2.0,0.0,3.5,3.8,65.0,AM4,Boxed Processor,Radeon™ R5 Series,0.0,AMD
7th Gen A6-9500E APU,2.0,0.0,3.0,3.4,35.0,AM4,Boxed Processor,Radeon™ R5 Series,0.0,AMD
7th Gen A6-9550 APU,2.0,0.0,3.8,4.0,65.0,AM4,Boxed Processor,Radeon™ R5 Series,0.0,AMD
7th Gen A9-9410 APU,2.0,0.0,2.9,3.5,10.0,N/A,Laptop,AMD Radeon™ R5 Graphics,0.0,AMD
7th Gen A9-9420 APU,2.0,0.0,3.0,3.6,15.0,N/A,Laptop,AMD Radeon™ R5 Graphics,0.0,AMD
7th Gen A9-9425 APU,2.0,0.0,3.1,3.7,15.0,N/A,Laptop,AMD Radeon™ R5 Graphics,0.0,AMD
7th Gen AMD PRO A4-4350B APU,2.0,0.0,2.5,2.9,15.0,N/A,Laptop,AMD Radeon™ R4 Graphics,0.0,AMD
7th Gen AMD PRO A4-5350B APU,2.0,0.0,3.0,3.6,15.0,N/A,Laptop,AMD Radeon™ R5 Graphics,0.0,AMD
7th Gen AMD PRO A6-7350B APU,2.0,0.0,3.0,3.6,15.0,N/A,Laptop,AMD Radeon™ R5 Graphics,0.0,AMD
7th Gen AMD PRO A6-8350B APU,2.0,0.0,3.1,3.7,15.0,N/A,Laptop,AMD Radeon™ R5 Graphics,0.0,AMD
7th Gen AMD PRO A6-9500 APU,2.0,0.0,3.5,3.8,65.0,AM4,Desktop,R5,0.0,AMD
7th Gen AMD PRO A6-9500B APU,2.0,0.0,2.3,3.2,15.0,FP4,Laptop,R5,0.0,AMD
7th Gen AMD PRO A6-9500E APU,2.0,0.0,3.0,3.4,35.0,AM4,Desktop,R5,0.0,AMD
7th Gen E2-9010 APU,2.0,0.0,200.0,2.2,15.0,N/A,Laptop,AMD Radeon™ R5 Graphics,0.0,AMD
A4 PRO-7300B with Radeon™ HD 8470D,2.0,2.0,3.8,4.0,65.0,FM2,Desktop,AMD Radeon™ HD 8470D,0.0,AMD
A4 PRO-7350B with Radeon™ R5 Graphics,2.0,2.0,3.4,3.8,65.0,FM2+,Desktop,AMD Radeon™ R5 Graphics,0.0,AMD
A4-6300 with Radeon™ HD 8370D,2.0,2.0,3.7,3.9,65.0,FM2,Boxed Processor,AMD Radeon™ HD 8370D,0.0,AMD
A4-6320 with Radeon™ HD 8370D,2.0,2.0,3.8,4.0,65.0,FM2,Boxed Processor,AMD Radeon™ HD 8370D,0.0,AMD
A4-7300 with Radeon™ HD 8470D,2.0,2.0,3.8,4.0,65.0,FM2,Desktop,AMD Radeon™ HD 8470D,0.0,AMD
A6 PRO-7050B with Radeon™ R4 Graphics,2.0,2.0,2.2,3.0,100.0,FP3,Laptop,AMD Radeon™ R4 Graphics,0.0,AMD
A6 PRO-7400B with Radeon™ R5 Graphics,2.0,2.0,3.5,3.9,65.0,FM2+,Desktop,AMD Radeon™ R5 Graphics,0.0,AMD
A6-5350M with Radeon™ HD 8450G,2.0,2.0,2.9,3.5,35.0,FS1r2,Laptop,AMD Radeon™ HD 8450G,0.0,AMD
A6-6400B with Radeon™ HD 8470D,2.0,2.0,3.9,4.1,65.0,FM2,Desktop,AMD Radeon™ HD 8470D,0.0,AMD
A6-6400K with Radeon™ HD 8470D,2.0,2.0,3.9,4.1,65.0,FM2,Boxed Processor,AMD Radeon™ HD 8470D,0.0,AMD
A6-6420B with Radeon™ HD 8470D,2.0,2.0,4.0,4.2,65.0,FM2,Desktop,AMD Radeon™ HD 8470D,0.0,AMD
A6-6420K with Radeon™ HD 8470D,2.0,2.0,4.0,4.2,65.0,FM2,Boxed Processor,AMD Radeon™ HD 8470D,0.0,AMD
A6-7000 with Radeon™ R4 Graphics,2.0,2.0,2.2,3.0,17.0,FT3,Laptop,AMD Radeon™ R4 Graphics,0.0,AMD
A6-7400K with Radeon™ R5 Series,2.0,2.0,3.5,3.9,65.0,FM2+,Boxed Processor,AMD Radeon™ R5 Graphics,0.0,AMD
A6-7470K with Radeon™ R5 Series,2.0,0.0,3.7,4.0,65.0,FM2+,Boxed Processor,AMD Radeon™ R5 Graphics,0.0,AMD
A6-8500P with Radeon™ R5 Graphics,2.0,2.0,1.6,3.0,15.0,FP4,Laptop,AMD Radeon™ R5 Graphics,0.0,AMD
A6-8500P with Radeon™ R5 Graphics,2.0,2.0,1.6,3.0,0.0,FP4,All-in-One,AMD Radeon™ R5 Graphics,0.0,AMD
AMD 3015Ce,2.0,4.0,1.2,2.3,6.0,FT5,Laptop,Radeon™  Graphics,4.0,AMD
AMD 3015e,2.0,4.0,1.2,2.3,6.0,FT5,Laptop,AMD Radeon™ Graphics,4.0,AMD
AMD 3020e,2.0,2.0,1.2,2.6,6.0,N/A,Laptop,AMD Radeon™ Graphics,4.0,AMD
AMD Athlon™  Silver 3050C,2.0,2.0,2.3,3.2,15.0,FP5,Laptop,AMD Radeon™ Graphics,4.0,AMD
AMD Athlon™ 200GE,2.0,4.0,3.2,0.0,35.0,AM4,Boxed Processor,Radeon™ Vega 3 Graphics,4.0,AMD
AMD Athlon™ 220GE,2.0,4.0,3.4,0.0,35.0,AM4,Boxed Processor,Radeon™ Vega 3 Graphics,4.0,AMD
AMD Athlon™ 240GE,2.0,4.0,3.5,0.0,35.0,AM4,Desktop,Radeon™ Vega 3 Graphics,4.0,AMD
AMD Athlon™ 3000G,2.0,4.0,3.5,0.0,35.0,AM4,Boxed Processor,Radeon™ Vega 3 Graphics,4.0,AMD
AMD Athlon™ 300GE,2.0,4.0,3.4,0.0,35.0,AM4,Desktop,Radeon™ Vega 3 Graphics,4.0,AMD
AMD Athlon™ 300U,2.0,4.0,2.4,3.3,15.0,FP5,Laptop,Radeon™ Vega 3 Graphics,4.0,AMD
AMD Athlon™ 320GE,2.0,4.0,3.5,0.0,35.0,AM4,Desktop,Radeon™ Vega 3 Graphics,4.0,AMD
AMD Athlon™ Gold 3150C,2.0,4.0,2.4,3.3,15.0,FP5,Laptop,AMD Radeon™ Graphics,4.0,AMD
AMD Athlon™ Gold 3150U,2.0,4.0,2.4,3.3,15.0,FP5,Laptop,AMD Radeon™ Graphics,4.0,AMD
AMD Athlon™ Gold 7220C,2.0,4.0,2.4,3.7,15.0,FT6,Laptop,AMD Radeon™ 610M,2.0,AMD
AMD Athlon™ Gold 7220U,2.0,4.0,2.4,3.7,15.0,N/A,Laptop,AMD Radeon™ 610M,4.0,AMD
AMD Athlon™ PRO 200GE,2.0,4.0,3.2,0.0,35.0,AM4,Desktop,Radeon™ Vega 3 Graphics,4.0,AMD
AMD Athlon™ PRO 200U Mobile Processor with Radeon™ Vega 3 Graphics,2.0,4.0,2.3,3.2,15.0,FP5,Laptop,Radeon™ Vega 3 Graphics,4.0,AMD
AMD Athlon™ PRO 300GE,2.0,4.0,3.4,0.0,35.0,AM4,Desktop,Radeon™ Vega 3 Graphics,4.0,AMD
AMD Athlon™ PRO 300U Mobile Processor with Radeon™ Vega 3 Graphics,2.0,4.0,2.4,3.3,15.0,FP5,Laptop,Radeon™ Vega 3 Graphics,4.0,AMD
AMD Athlon™ PRO 3045B,2.0,2.0,2.3,3.2,15.0,FP5,Laptop,AMD Radeon™ Graphics,4.0,AMD
AMD Athlon™ PRO 3145B,2.0,4.0,2.4,3.3,15.0,FP5,Laptop,AMD Radeon™ Graphics,4.0,AMD
AMD Athlon™ Silver 3050GE (OEM Only),2.0,4.0,3.4,3.4,35.0,AM4,Desktop,Radeon™  Graphics,4.0,AMD
AMD Athlon™ Silver 3050U,2.0,2.0,2.3,3.2,15.0,FP5,Laptop,AMD Radeon™ Graphics,4.0,AMD
AMD Athlon™ Silver 3050e,2.0,4.0,1.4,2.8,6.0,N/A,Laptop,AMD Radeon™ Graphics,4.0,AMD
AMD Athlon™ Silver 7120C,2.0,2.0,2.4,3.5,15.0,FT6,Laptop,AMD Radeon™ 610M,2.0,AMD
AMD Athlon™ Silver 7120U,2.0,2.0,2.4,3.5,15.0,N/A,Laptop,AMD Radeon™ 610M,2.0,AMD
AMD Athlon™ Silver PRO 3125GE,2.0,4.0,3.4,3.4,35.0,AM4,Desktop,Radeon™  Graphics,4.0,AMD
AMD Ryzen™ 3 2200U,2.0,4.0,2.5,3.4,15.0,FP5,Laptop,Radeon™ Vega 3 Graphics,4.0,AMD
AMD Ryzen™ 3 3200U,2.0,4.0,2.6,3.5,15.0,FP5,Laptop,Radeon™ Vega 3 Graphics,4.0,AMD
AMD Ryzen™ 3 3250C,2.0,4.0,2.6,3.5,15.0,FP5,Laptop,AMD Radeon™ Graphics,4.0,AMD
AMD Ryzen™ 3 3250U,2.0,4.0,2.6,3.5,15.0,FP5,Laptop,AMD Radeon™ Graphics,4.0,AMD
AMD Ryzen™ 3 5125C,2.0,4.0,3.0,3.0,15.0,FP6,Laptop,AMD Radeon™ Graphics,8.0,AMD
B57,2.0,2.0,3.2,0.0,80.0,AM3,Desktop,None,0.0,AMD
B59,2.0,2.0,3.4,0.0,80.0,AM3,Desktop,None,0.0,AMD
B60,2.0,2.0,3.5,0.0,80.0,AM3,Desktop,None,0.0,AMD
E1 Micro-6200T with Radeon™ R2 Graphics,2.0,2.0,1.4,0.0,3.95,FT3b,"Laptop, Tablet",AMD Radeon™ R2 Graphics,0.0,AMD
E1-2100 with Radeon™ HD 8210,2.0,2.0,1.0,0.0,9.0,FT3,Laptop,AMD Radeon™ HD 8210,0.0,AMD
E1-2200 with Radeon™ HD 8210,2.0,2.0,1.0,0.0,9.0,FT3,Laptop,AMD Radeon™ HD 8210,0.0,AMD
E1-2500 with Radeon™ HD 8240,2.0,2.0,1.4,0.0,15.0,FT3,Laptop,AMD Radeon™ HD 8240,0.0,AMD
E1-6010 with Radeon™ R2 Graphics,2.0,2.0,1.35,0.0,10.0,FT3b,Laptop,AMD Radeon™ R2 Graphics,0.0,AMD
E1-7010 with Radeon™ R2 Graphics,2.0,2.0,1.5,1.5,10.0,FP4,Laptop,AMD Radeon™ R2 Graphics,0.0,AMD
E1-7010 with Radeon™ R2 Graphics,2.0,2.0,1.5,1.5,0.0,FP4,All-in-One,AMD Radeon™ R2 Graphics,0.0,AMD
E2-3000 with Radeon™ HD 8280,2.0,2.0,1.65,0.0,15.0,FT3,Laptop,AMD Radeon™ HD 8280,0.0,AMD
N640,2.0,2.0,2.8,0.0,35.0,S1,Laptop,None,0.0,AMD
N660,2.0,2.0,3.0,0.0,35.0,S1,Laptop,None,0.0,AMD
P650,2.0,2.0,2.6,0.0,35.0,S1,Laptop,None,0.0,AMD
Sempron™ 2650 APU with Radeon™ R3 Series,2.0,2.0,1.45,0.0,25.0,AM1,Boxed Processor,AMD Radeon™ R3 Graphics,0.0,AMD
TL-52,2.0,2.0,1.6,0.0,31.0,S1,Laptop,None,0.0,AMD
TL-60,2.0,2.0,2.0,0.0,31.0,S1,Laptop,None,0.0,AMD
TL-64,2.0,2.0,2.2,0.0,35.0,S1,Laptop,None,0.0,AMD
1045T,0.0,0.0,2.7,3.2,95.0,AM3,Boxed Processor,None,6.0,AMD
2800+,0.0,0.0,56.0,0.0,45.0,939,Desktop,None,0.0,AMD
3250 HE,0.0,0.0,2.5,3.5,45.0,AM3+,Server,None,4.0,AMD
B95,0.0,0.0,3.0,0.0,95.0,AM3,Desktop,None,0.0,AMD
TL-56,0.0,0.0,1.8,0.0,31.0,S1,Laptop,None,0.0,AMD
Intel® Xeon Phi™ Processor 7290,72.0,0.0,1.5,1.7,0.0,SVLCLGA3647,Server,None,36.0,Intel
Intel® Xeon Phi™ Processor 7290F,72.0,0.0,1.5,1.7,0.0,SVLCLGA3647,Server,None,36.0,Intel
Intel® Xeon Phi™ Processor 7295,72.0,0.0,1.5,1.6,0.0,SVLCLGA3647,Server,None,36.0,Intel
Intel® Xeon Phi™ Processor 7250,68.0,0.0,1.4,1.6,0.0,SVLCLGA3647,Server,None,34.0,Intel
Intel® Xeon Phi™ Processor 7250F,68.0,0.0,1.4,1.6,0.0,SVLCLGA3647,Server,None,34.0,Intel
Intel® Xeon Phi™ Processor 7285,68.0,0.0,1.3,1.4,0.0,SVLCLGA3647,Server,None,34.0,Intel
Intel® Xeon Phi™ Processor 7210,64.0,0.0,1.3,1.5,0.0,SVLCLGA3647,Server,None,32.0,Intel
Intel® Xeon Phi™ Processor 7210F,64.0,0.0,1.3,1.5,0.0,SVLCLGA3647,Server,None,32.0,Intel
Intel® Xeon Phi™ Processor 7230,64.0,0.0,1.3,1.5,0.0,SVLCLGA3647,Server,None,32.0,Intel
Intel® Xeon Phi™ Processor 7230F,64.0,0.0,1.3,1.5,0.0,SVLCLGA3647,Server,None,32.0,Intel
Intel® Xeon Phi™ Processor 7235,64.0,0.0,1.3,1.4,0.0,SVLCLGA3647,Server,None,32.0,Intel
Intel® Xeon Phi™ Coprocessor 7120A,61.0,0.0,1.24,1.33,0.0,N/A,Server,None,30.5,Intel
Intel® Xeon Phi™ Coprocessor 7120D,61.0,0.0,1.24,1.33,0.0,N/A,Server,None,30.5,Intel
Intel® Xeon Phi™ Coprocessor 7120P,61.0,0.0,1.24,1.33,0.0,N/A,Server,None,30.5,Intel
Intel® Xeon Phi™ Coprocessor 7120X,61.0,0.0,1.24,1.33,0.0,N/A,Server,None,30.5,Intel
Intel® Xeon Phi™ Coprocessor 5110P,60.0,0.0,1.05,0.0,0.0,N/A,Server,None,30.0,Intel
Intel® Xeon Phi™ Coprocessor 5120D,60.0,0.0,1.05,0.0,0.0,N/A,Server,None,30.0,Intel
Intel® Xeon® Platinum 8490H Processor,60.0,120.0,1.9,3.5,0.0,FCLGA4677,Server,None,112.5,Intel
Intel® Xeon Phi™ Coprocessor 3120A,57.0,0.0,1.1,0.0,0.0,N/A,Server,None,28.5,Intel
Intel® Xeon Phi™ Coprocessor 3120P,57.0,0.0,1.1,0.0,0.0,N/A,Server,None,28.5,Intel
Intel® Xeon® CPU Max 9480 Processor,56.0,112.0,1.9,3.5,0.0,FCLGA4677,Server,None,112.5,Intel
Intel® Xeon® Platinum 8480+ Processor,56.0,112.0,2.0,3.8,0.0,FCLGA4677,Server,None,105.0,Intel
Intel® Xeon® Platinum 9282 Processor,56.0,112.0,2.6,3.8,0.0,N/A,Server,None,77.0,Intel
Intel® Xeon® w9-3495X Processor,56.0,112.0,1.9,4.8,350.0,FCLGA4677,Other,None,105.0,Intel
Intel® Xeon® CPU Max 9470 Processor,52.0,104.0,2.0,3.5,0.0,FCLGA4677,Server,None,105.0,Intel
Intel® Xeon® Platinum 8470 Processor,52.0,104.0,2.0,3.8,0.0,FCLGA4677,Server,None,105.0,Intel
Intel® Xeon® Platinum 8470N Processor,52.0,104.0,1.7,3.6,0.0,FCLGA4677,Server,None,97.5,Intel
Intel® Xeon® Platinum 8470Q Processor,52.0,104.0,2.1,3.8,0.0,FCLGA4677,Server,None,105.0,Intel
Intel® Xeon® Platinum 8471N Processor,52.0,104.0,1.8,3.6,0.0,FCLGA4677,Server,None,97.5,Intel
Intel® Xeon® CPU Max 9468 Processor,48.0,96.0,2.1,3.5,0.0,FCLGA4677,Server,None,105.0,Intel
Intel® Xeon® Platinum 8461V Processor,48.0,96.0,2.2,3.7,0.0,FCLGA4677,Server,None,97.5,Intel
Intel® Xeon® Platinum 8468 Processor,48.0,96.0,2.1,3.8,0.0,FCLGA4677,Server,None,105.0,Intel
Intel® Xeon® Platinum 8468H Processor,48.0,96.0,2.1,3.8,0.0,FCLGA4677,Server,None,105.0,Intel
Intel® Xeon® Platinum 8468V Processor,48.0,96.0,2.4,3.8,0.0,FCLGA4677,Server,None,97.5,Intel
Intel® Xeon® Platinum 9242 Processor,48.0,96.0,2.3,3.8,0.0,N/A,Server,None,71.5,Intel
Intel® Xeon® Platinum 8458P Processor,44.0,88.0,2.7,3.8,0.0,FCLGA4677,Server,None,82.5,Intel
Intel® Xeon® CPU Max 9460 Processor,40.0,80.0,2.2,3.5,0.0,FCLGA4677,Server,None,97.5,Intel
Intel® Xeon® Platinum 8380 Processor,40.0,80.0,2.3,3.4,0.0,FCLGA4189,Server,None,60.0,Intel
Intel® Xeon® Platinum 8460H Processor,40.0,80.0,2.2,3.8,0.0,FCLGA4677,Server,None,105.0,Intel
Intel® Xeon® Platinum 8460Y+ Processor,40.0,80.0,2.0,3.7,0.0,FCLGA4677,Server,None,105.0,Intel
Intel® Xeon® Platinum 8368 Processor,38.0,76.0,2.4,3.4,0.0,FCLGA4189,Server,None,57.0,Intel
Intel® Xeon® Platinum 8368Q Processor,38.0,76.0,2.6,3.7,0.0,FCLGA4189,Server,None,57.0,Intel
Intel® Xeon® W-3375 Processor,38.0,76.0,2.5,4.0,0.0,FCLGA4189,Other,None,57.0,Intel
Intel® Xeon® Platinum 8351N Processor,36.0,72.0,2.4,3.5,0.0,FCLGA4189,Server,None,54.0,Intel
Intel® Xeon® Platinum 8352V Processor,36.0,72.0,2.1,3.5,0.0,FCLGA4189,Server,None,54.0,Intel
Intel® Xeon® Platinum 8360Y Processor,36.0,72.0,2.4,3.5,0.0,FCLGA4189,Server,None,54.0,Intel
Intel® Xeon® Platinum 8452Y Processor,36.0,72.0,2.0,3.2,0.0,FCLGA4677,Server,None,67.5,Intel
Intel® Xeon® w9-3475X Processor,36.0,72.0,2.2,4.8,300.0,FCLGA4677,Other,None,82.5,Intel
Intel® Xeon® CPU Max 9462 Processor,32.0,64.0,2.7,3.5,0.0,FCLGA4677,Server,None,75.0,Intel
Intel® Xeon® Gold 6314U Processor,32.0,64.0,2.3,3.4,0.0,FCLGA4189,Server,None,48.0,Intel
Intel® Xeon® Gold 6338 Processor,32.0,64.0,2.0,3.2,0.0,FCLGA4189,Server,None,48.0,Intel
Intel® Xeon® Gold 6338N Processor,32.0,64.0,2.2,3.5,0.0,FCLGA4189,Server,None,48.0,Intel
Intel® Xeon® Gold 6414U Processor,32.0,64.0,2.0,3.4,0.0,FCLGA4677,Server,None,60.0,Intel
Intel® Xeon® Gold 6421N Processor,32.0,64.0,1.8,3.6,0.0,FCLGA4677,Server,None,60.0,Intel
Intel® Xeon® Gold 6428N Processor,32.0,64.0,1.8,3.8,0.0,FCLGA4677,Server,None,60.0,Intel
Intel® Xeon® Gold 6430 Processor,32.0,64.0,2.1,3.4,0.0,FCLGA4677,Server,None,60.0,Intel
Intel® Xeon® Gold 6438M Processor,32.0,64.0,2.2,3.9,0.0,FCLGA4677,Server,None,60.0,Intel
Intel® Xeon® Gold 6438N Processor,32.0,64.0,2.0,3.6,0.0,FCLGA4677,Server,None,60.0,Intel
Intel® Xeon® Gold 6438Y+ Processor,32.0,64.0,2.0,4.0,0.0,FCLGA4677,Server,None,60.0,Intel
Intel® Xeon® Gold 6448H Processor,32.0,64.0,2.4,4.1,0.0,FCLGA4677,Server,None,60.0,Intel
Intel® Xeon® Gold 6448Y Processor,32.0,64.0,2.1,4.1,0.0,FCLGA4677,Server,None,60.0,Intel
Intel® Xeon® Gold 6454S Processor,32.0,64.0,2.2,3.4,0.0,FCLGA4677,Server,None,60.0,Intel
Intel® Xeon® Gold 6458Q Processor,32.0,64.0,3.1,4.0,0.0,FCLGA4677,Server,None,60.0,Intel
Intel® Xeon® Platinum 8352M Processor,32.0,64.0,2.3,3.5,0.0,FCLGA4189,Server,None,48.0,Intel
Intel® Xeon® Platinum 8352S Processor,32.0,64.0,2.2,3.4,0.0,FCLGA4189,Server,None,48.0,Intel
Intel® Xeon® Platinum 8352Y Processor,32.0,64.0,2.2,3.4,0.0,FCLGA4189,Server,None,48.0,Intel
Intel® Xeon® Platinum 8358 Processor,32.0,64.0,2.6,3.4,0.0,FCLGA4189,Server,None,48.0,Intel
Intel® Xeon® Platinum 8358P Processor,32.0,64.0,2.6,3.4,0.0,FCLGA4189,Server,None,48.0,Intel
Intel® Xeon® Platinum 8362 Processor,32.0,64.0,2.8,3.6,0.0,FCLGA4189,Server,None,48.0,Intel
Intel® Xeon® Platinum 8454H Processor,32.0,64.0,2.1,3.4,0.0,FCLGA4677,Server,None,82.5,Intel
Intel® Xeon® Platinum 8462Y+ Processor,32.0,64.0,2.8,4.1,0.0,FCLGA4677,Server,None,60.0,Intel
Intel® Xeon® Platinum 9221 Processor,32.0,64.0,2.3,3.7,0.0,N/A,Server,None,71.5,Intel
Intel® Xeon® Platinum 9222 Processor,32.0,64.0,2.3,3.7,0.0,N/A,Server,None,71.5,Intel
Intel® Xeon® W-3365 Processor,32.0,64.0,2.7,4.0,0.0,FCLGA4189,Other,None,48.0,Intel
Intel® Xeon® Gold 5420+ Processor,28.0,56.0,2.0,4.1,0.0,FCLGA4677,Server,None,52.5,Intel
Intel® Xeon® Gold 6238R Processor,28.0,56.0,2.2,4.0,0.0,FCLGA3647,Server,None,38.5,Intel
Intel® Xeon® Gold 6258R Processor,28.0,56.0,2.7,4.0,0.0,FCLGA3647,Server,None,38.5,Intel
Intel® Xeon® Gold 6330 Processor,28.0,56.0,2.0,3.1,0.0,FCLGA4189,Server,None,42.0,Intel
Intel® Xeon® Gold 6330N Processor,28.0,56.0,2.2,3.4,0.0,FCLGA4189,Server,None,42.0,Intel
Intel® Xeon® Gold 6348 Processor,28.0,56.0,2.6,3.5,0.0,FCLGA4189,Server,None,42.0,Intel
Intel® Xeon® Platinum 8176 Processor,28.0,56.0,2.1,3.8,0.0,FCLGA3647,Server,None,38.5,Intel
Intel® Xeon® Platinum 8176F Processor,28.0,56.0,2.1,3.8,0.0,FCLGA3647,Server,None,38.5,Intel
Intel® Xeon® Platinum 8180 Processor,28.0,56.0,2.5,3.8,0.0,FCLGA3647,Server,None,38.5,Intel
Intel® Xeon® Platinum 8276 Processor,28.0,56.0,2.2,4.0,0.0,FCLGA3647,Server,None,38.5,Intel
Intel® Xeon® Platinum 8276L Processor,28.0,56.0,2.2,4.0,0.0,FCLGA3647,Server,None,38.5,Intel
Intel® Xeon® Platinum 8280 Processor,28.0,56.0,2.7,4.0,0.0,FCLGA3647,Server,None,38.5,Intel
Intel® Xeon® Platinum 8280L Processor,28.0,56.0,2.7,4.0,0.0,FCLGA3647,Server,None,38.5,Intel
Intel® Xeon® Platinum 8376H Processor,28.0,56.0,2.6,4.3,0.0,FCLGA4189,Server,None,38.5,Intel
Intel® Xeon® Platinum 8376HL Processor,28.0,56.0,2.6,4.3,0.0,FCLGA4189,Server,None,38.5,Intel
Intel® Xeon® Platinum 8380H Processor,28.0,56.0,2.9,4.3,0.0,FCLGA4189,Server,None,38.5,Intel
Intel® Xeon® Platinum 8380HL Processor,28.0,56.0,2.9,4.3,0.0,FCLGA4189,Server,None,38.5,Intel
Intel® Xeon® Platinum 8450H Processor,28.0,56.0,2.0,3.5,0.0,FCLGA4677,Server,None,75.0,Intel
Intel® Xeon® W-3175X Processor,28.0,56.0,3.1,3.8,0.0,FCLGA3647,Desktop,None,38.5,Intel
Intel® Xeon® W-3275 Processor,28.0,56.0,2.5,4.4,0.0,FCLGA3647,Other,None,38.5,Intel
Intel® Xeon® W-3275M Processor,28.0,56.0,2.5,4.4,0.0,FCLGA3647,Other,None,38.5,Intel
Intel® Xeon® w7-3465X Processor,28.0,56.0,2.5,4.8,300.0,FCLGA4677,Other,None,75.0,Intel
Intel® Xeon® Gold 5320 Processor,26.0,52.0,2.2,3.4,0.0,FCLGA4189,Server,None,39.0,Intel
Intel® Xeon® Gold 6230R Processor,26.0,52.0,2.1,4.0,0.0,FCLGA3647,Server,None,35.75,Intel
Intel® Xeon® Platinum 8164 Processor,26.0,52.0,2.0,3.7,0.0,FCLGA3647,Server,None,35.75,Intel
Intel® Xeon® Platinum 8170 Processor,26.0,52.0,2.1,3.7,0.0,FCLGA3647,Server,None,35.75,Intel
Intel® Xeon® Platinum 8270 Processor,26.0,52.0,2.7,4.0,0.0,FCLGA3647,Server,None,35.75,Intel
Intel Atom® Processor P5362,24.0,24.0,2.2,0.0,0.0,FCBGA2106,Server,None,27.0,Intel
Intel Atom® Processor P5962B,24.0,24.0,2.2,0.0,0.0,N/A,Server,None,27.0,Intel
Intel® Core™ i9-13900 Processor,24.0,32.0,0.0,5.6,65.0,FCLGA1700,Desktop,Intel® UHD Graphics 770,36.0,Intel
Intel® Core™ i9-13900E Processor,24.0,32.0,1.8,5.2,65.0,FCLGA1700,Other,Intel® UHD Graphics 770,36.0,Intel
Intel® Core™ i9-13900F Processor,24.0,32.0,0.0,5.6,65.0,FCLGA1700,Desktop,None,36.0,Intel
Intel® Core™ i9-13900HX Processor,24.0,32.0,0.0,5.4,55.0,FCBGA1964,Laptop,Intel® UHD Graphics for 13th Gen Intel® Processors,36.0,Intel
Intel® Core™ i9-13900K Processor,24.0,32.0,0.0,5.8,125.0,FCLGA1700,Desktop,Intel® UHD Graphics 770,36.0,Intel
Intel® Core™ i9-13900KF Processor,24.0,32.0,0.0,5.8,125.0,FCLGA1700,Desktop,None,36.0,Intel
Intel® Core™ i9-13900KS Processor,24.0,32.0,0.0,6.0,150.0,FCLGA1700,Desktop,Intel® UHD Graphics 770,36.0,Intel
Intel® Core™ i9-13900T Processor,24.0,32.0,0.0,5.3,35.0,FCLGA1700,Desktop,Intel® UHD Graphics 770,36.0,Intel
Intel® Core™ i9-13900TE Processor,24.0,32.0,1.0,5.0,35.0,FCLGA1700,Other,Intel® UHD Graphics 770,36.0,Intel
Intel® Core™ i9-13950HX Processor,24.0,32.0,0.0,5.5,55.0,FCBGA1964,Laptop,Intel® UHD Graphics for 13th Gen Intel® Processors,36.0,Intel
Intel® Core™ i9-13980HX Processor,24.0,32.0,0.0,5.6,55.0,FCBGA1964,Laptop,Intel® UHD Graphics for 13th Gen Intel® Processors,36.0,Intel
Intel® Xeon® Gold 5220R Processor,24.0,48.0,2.2,4.0,0.0,FCLGA3647,Server,None,35.75,Intel
Intel® Xeon® Gold 5318N Processor,24.0,48.0,2.1,3.4,0.0,FCLGA4189,Server,None,36.0,Intel
Intel® Xeon® Gold 5318S Processor,24.0,48.0,2.1,3.4,0.0,FCLGA4189,Server,None,36.0,Intel
Intel® Xeon® Gold 5318Y Processor,24.0,48.0,2.1,3.4,0.0,FCLGA4189,Server,None,36.0,Intel
Intel® Xeon® Gold 5411N Processor,24.0,48.0,1.9,3.9,0.0,FCLGA4677,Server,None,45.0,Intel
Intel® Xeon® Gold 5418N Processor,24.0,48.0,1.8,3.8,0.0,FCLGA4677,Server,None,45.0,Intel
Intel® Xeon® Gold 5418Y Processor,24.0,48.0,2.0,3.8,0.0,FCLGA4677,Server,None,45.0,Intel
Intel® Xeon® Gold 6212U Processor,24.0,48.0,2.4,3.9,0.0,FCLGA3647,Server,None,35.75,Intel
Intel® Xeon® Gold 6240R Processor,24.0,48.0,2.4,4.0,0.0,FCLGA3647,Server,None,35.75,Intel
Intel® Xeon® Gold 6248R Processor,24.0,48.0,3.0,4.0,0.0,FCLGA3647,Server,None,35.75,Intel
Intel® Xeon® Gold 6252 Processor,24.0,48.0,2.1,3.7,0.0,FCLGA3647,Server,None,35.75,Intel
